,Unnamed: 0,username,content,date,country,replyCount,retweetCount,likeCount,url,sentiment
3725,3725,gabodelascasas,President-elect! @JoeBiden https://t.co/wuyP7ZETcy,2020-11-07 18:29:44+00:00,Brazil,3,4,83,https://twitter.com/gabodelascasas/status/1325143412144746497,Pro Biden
3726,3726,rose_quaglieri,@FrankAmari2 @realDonaldTrump tRump,2020-12-24 21:30:18+00:00,Canada,0,0,1,https://twitter.com/rose_quaglieri/status/1342221086067404800,Pro Trump
3727,3727,MNyankosky,"@realDonaldTrump President Trump's achievements deserve the Nobel Peace Prize.
(=^ェ^=)つ🌺",2020-12-11 00:37:23+00:00,South Korea,0,0,0,https://twitter.com/MNyankosky/status/1337194733915893761,Pro Trump
3728,3728,AkramGuddo,@DonaldJTrumpJr Long live Donald Trump! welcome back again 2nd time won the. US Election Mr Donald Trump president of United State of America so many congratulations,2020-11-03 18:07:54+00:00,Israel,0,0,0,https://twitter.com/AkramGuddo/status/1323688366223884289,Pro Biden
3729,3729,MarcosBMGA,"Ao som de Tina Turner!!!
You're the best!
@JoeBiden 
@KamalaHarris 
💙",2020-11-08 02:03:51+00:00,Brazil,0,0,0,https://twitter.com/MarcosBMGA/status/1325257695226687492,Pro Biden
3730,3730,PabloCavalli2,Republican Party.#Trump https://t.co/8MCFp6Loag,2020-10-23 11:14:38+00:00,Brazil,0,0,0,https://twitter.com/PabloCavalli2/status/1319598100248395777,Pro Trump
3731,3731,mmkennedypei,"@FLOTUS @POTUS @USSupremeCourt Dear whoever wrote this for Nude Model Birther, Please tell her we all know she doesn’t write these tweets and we sure as heck know she doesn’t pray. #VoteHimOut",2020-09-25 02:51:47+00:00,Canada,0,1,2,https://twitter.com/mmkennedypei/status/1309324690788421639,Pro Biden
3732,3732,weeflyonthewall,"This can be applied to literally anything (#FuckRacism, #FuckTrump, #FuckCapitalism). It's about as useful as screaming into the void or voting for either shit candidate in November...

I'm not taking about the organization, @FuckCancer, of course. They do some good. https://t.co/eINaSl7OZM",2020-09-01 11:41:29+00:00,Canada,0,0,0,https://twitter.com/weeflyonthewall/status/1300760689267691520,Pro Biden
3733,3733,Freshkidayomi1,Please in the name of God save a life pls no amount is to small God we not use sickness hold us down #APrayerForDorathy #itslaycon #DavidoInfinixNote8LE #ByeByeTrump #WizkidXTRAParty #nairamarley #olamide https://t.co/XSL8FUw0IZ,2020-11-05 15:33:22+00:00,Saudi Arabia,0,0,0,https://twitter.com/Freshkidayomi1/status/1324374254109020160,Pro Biden
3734,3734,Soumya0802,"@JoeBiden Merry Christmas ....🎄🎁🎅🎶
Stay healthy and happy..💜

From... India 😀",2020-12-25 15:23:15+00:00,India,0,0,1,https://twitter.com/Soumya0802/status/1342491099667939328,Pro Biden
3735,3735,AlexEgtvedt,"So, this tweet from October last year aged well 😳 Please vote blue this November! #BidenHarris #vote #Election2020 #voteblue #VoteBlueToSaveAmerica https://t.co/n6s6gI5mB8",2020-10-26 22:10:47+00:00,UK,0,0,1,https://twitter.com/AlexEgtvedt/status/1320850388271116293,Pro Biden
3736,3736,Qoutes4inspire,saturday night live really milked trump into 4 years of content,2020-12-21 03:48:44+00:00,Canada,0,1,2,https://twitter.com/Qoutes4inspire/status/1340866767518883844,Pro Trump
3737,3737,40Cal1704,Go like on Instagram @bydacode #Trump2020 #Biden2020 #BlackLivesMatter #BlackOwnedBusiness https://t.co/aV6X2wMAVi,2020-10-28 17:56:50+00:00,Canada,0,1,0,https://twitter.com/40Cal1704/status/1321511255996203008,Pro Biden
3738,3738,CarlSharman2,@niro60487270 The cost effective cure for COVID denied to the elderly by corrupt officials - resulting in many deaths by genocide. #DrainTheSwamp #realDonaldTrump,2020-10-06 06:20:14+00:00,UK,0,4,6,https://twitter.com/CarlSharman2/status/1313363418217406464,Pro Trump
3739,3739,9yaud,"#Congratulations!🎉
The President-Elect ‘Joe Biden’. 🇺🇸

#USELECTION2020 🇺🇸 #POTUS
#ElectoralVotes 🇺🇸 #46thPOTUS #JoeBiden https://t.co/0zpDiIPMIV",2020-11-08 16:48:46+00:00,India,0,1,2,https://twitter.com/9yaud/status/1325480394393747456,Pro Biden
3740,3740,911buddie,@EvanAKilgore @JoeBiden Stupid,2020-12-30 01:54:06+00:00,UK,1,0,0,https://twitter.com/911buddie/status/1344099410981105666,Pro Trump
3741,3741,marilyn_poon,News from the White House is hyper-reality TV. #VoteHimOut #votingselfie #kcelections https://t.co/ZPvGH329TH,2020-10-08 07:41:46+00:00,Israel,0,0,2,https://twitter.com/marilyn_poon/status/1314108712316022784,Pro Biden
3742,3742,Agula_twt,"Biden sings, Trump dances, Cat vibes https://t.co/Il9U1VQPPK",2020-12-12 00:42:00+00:00,South Korea,0,0,0,https://twitter.com/Agula_twt/status/1337558286439047168,Pro Biden
3743,3743,Ensaalim,"@realDonaldTrump will not come back and he’ll go to prison for his mistakes.
Hello Mr president @JoeBiden you’re our president.
You have our votes @JoeBiden. 
Perhaps #Trump don’t have ability or power to make America great again but #democrats can make the world 🌎 great again.",2020-09-29 23:57:15+00:00,Russia,0,0,1,https://twitter.com/Ensaalim/status/1311092708321243136,Pro Trump
3744,3744,LakpaLa44008951,"Congratulations @JoeBiden  for being president of USA🇺🇲
&amp; Congratulations to the @KamalaHarris  for being first female Vice President of USA🇺🇲🇺🇲❤️❤️👏👏",2020-11-08 04:47:43+00:00,China,0,0,0,https://twitter.com/LakpaLa44008951/status/1325298933686366208,Pro Biden
3745,3745,ilhankyuchyuk,"Congratulations to @JoeBiden, the new president of the #USA. A good friend of #Bulgaria and #Europe. We llook forward to working with you in order to overcome the multiple global challenges that we are facing today. https://t.co/weSbyxlL9q",2020-11-08 08:22:12+00:00,Russia,0,0,6,https://twitter.com/ilhankyuchyuk/status/1325352909907906560,Pro Biden
3746,3746,bandahaliPPP,"CONFIRMED by Electoral college: Joe Biden has been confirmed as the 46th President of the United States. Kamala Harris has become the first female Vice President in United States history.

Congratulations on your victory! 👏👏👏",2020-12-16 05:55:44+00:00,India,0,0,3,https://twitter.com/bandahaliPPP/status/1339086789466796032,Pro Biden
3747,3747,badendido,"@JohnArmstrong19 @realDonaldTrump @IvankaTrump @EricTrump @DonaldJTrumpJr The free world, what a joke 👍 https://t.co/bkSVTEU6AN",2020-11-05 04:43:23+00:00,India,0,0,1,https://twitter.com/badendido/status/1324210680300384256,Pro Trump
3748,3748,FlyingEagle67,@Arsenal Be like 🐝 bees on the ball boys. #MAGA  #MakeArsenalGreatAgain,2020-12-16 19:15:31+00:00,UK,0,0,1,https://twitter.com/FlyingEagle67/status/1339288060383649793,Pro Trump
3749,3749,gilsonfilhoo,Trump signed the stimulus check 😶,2020-12-28 01:31:08+00:00,Ukraine,0,1,1,https://twitter.com/gilsonfilhoo/status/1343368853850611712,Pro Biden
3750,3750,LisaOrgana,people are posting pancakes all over the #MillionMAGAMarch hashtag and I'm here for it😊✨ #DumpTrump as he clearly has gone full fascist.. https://t.co/AtlaFDMOOw,2020-11-14 22:33:16+00:00,UK,0,1,9,https://twitter.com/LisaOrgana/status/1327741415305207810,Pro Biden
3751,3751,AnelMaksumic,"@realDonaldTrump And guess what, Biden is President 🖕🏻and your are past",2020-12-30 20:09:14+00:00,UK,0,0,0,https://twitter.com/AnelMaksumic/status/1344375012380340227,Pro Biden
3752,3752,wilwielgosz,@alexmpastor @Actualscoobywan @MPMJustice @MEPFuller @sacca Even the blame Trump people are confused.  Weird. https://t.co/T6wELcO3rk,2020-12-28 19:25:59+00:00,Canada,1,0,0,https://twitter.com/wilwielgosz/status/1343639352748851200,Pro Trump
3753,3753,crisalbu,"Trump, you're fired!

#TrumpFired
#bidden
#TrumpIsLosing",2020-11-07 17:39:36+00:00,Brazil,0,0,0,https://twitter.com/crisalbu/status/1325130798635298818,Pro Biden
3754,3754,oumarpharuq,we the american citizens by VPN says Congratulations to #JoeBiden,2020-11-08 08:23:28+00:00,Israel,1,0,3,https://twitter.com/oumarpharuq/status/1325353231518740481,Pro Biden
3755,3755,kronik23,Why u gon do trump like that man 😂 https://t.co/oQJq46Fv1p,2020-11-06 14:55:21+00:00,Russia,0,0,0,https://twitter.com/kronik23/status/1324727074851037185,Pro Trump
3756,3756,John_Biggins,"@ZXretroXX Right, I’ve built up the courage to search #MAGA tags. I’m going in. Wish me luck.",2020-11-07 16:11:20+00:00,UK,1,0,1,https://twitter.com/John_Biggins/status/1325108583760097282,Pro Trump
3757,3757,f_giambrone,"We did it, Joe #Biden #USElection2020 #Equality #opportunity #KamalaHarris https://t.co/H6p6HLkEeL",2020-11-11 06:18:03+00:00,Ukraine,0,0,4,https://twitter.com/f_giambrone/status/1326408830520094723,Pro Biden
3758,3758,RafaelC44760232,@kenialopezr @JoeBiden @KamalaHarris Lamebotas!,2020-11-08 20:39:54+00:00,Mexico,0,0,0,https://twitter.com/RafaelC44760232/status/1325538558598393857,Pro Trump
3759,3759,bunguri,"You rock mate, @jackeparrock  “flips” live a #Trumpsupporter &amp; make him say that #Biden is my president. That’s a calm &amp; cool journalist at the best of his job 👏👏👏 https://t.co/RqBnlJbwsP",2020-11-08 08:43:27+00:00,UK,2,1,13,https://twitter.com/bunguri/status/1325358259239342080,Pro Biden
3760,3760,euanrellie,"By the way, is it #MAGA or #KAG? 

Get your story straight, likely losers.",2020-10-18 18:48:30+00:00,Canada,2,0,4,https://twitter.com/euanrellie/status/1317900380429295618,Pro Trump
3761,3761,MonjitNarayan,@JoeBiden Most welcoming Sir. Looking forward for strong administration taking together the world community.,2020-12-14 13:05:31+00:00,South Korea,0,0,0,https://twitter.com/MonjitNarayan/status/1338470171481018374,Pro Biden
3762,3762,mazherr,@RepsForBiden Trump,2020-12-29 05:27:36+00:00,India,0,0,0,https://twitter.com/mazherr/status/1343790751822577668,Pro Biden
3763,3763,YanickHoule1,"@FLOTUS Of Biden wins legally, democratically, ok 100% with that! If ever the election is rigged, USA just went 100 years backwards and this my friends, ain’t on Donald Trump. You guys want him out but chose the wrong way to do so... truth must come out and elect the legal president!!",2020-11-08 18:50:32+00:00,Canada,0,0,0,https://twitter.com/YanickHoule1/status/1325511037848875013,Pro Trump
3764,3764,HornePjhorne,@ClearlyNYC @MeetThePress @MittRomney @realDonaldTrump As Don jnr says we have money we have Russia. I would suggest that Putin might pull the rug now Trump is of no use anymore.,2020-11-08 15:07:17+00:00,UK,0,0,1,https://twitter.com/HornePjhorne/status/1325454854463115264,Pro Trump
3765,3765,sharkbaitza,Waiting for the #RIPTrump memes to start,2020-10-03 09:52:01+00:00,UK,0,0,0,https://twitter.com/sharkbaitza/status/1312329552304185345,Pro Trump
3766,3766,ZahraKhan999,"Who is winning #PresidentialElection in USA?

#Trump2020 #JoeBiden",2020-11-04 13:06:26+00:00,India,2,0,5,https://twitter.com/ZahraKhan999/status/1323974888051380225,Pro Trump
3767,3767,Hunter_Collins,"I think it’d be cool if Trump pardoned ALL the criminals in the U.S., set ‘em loose and let that country degrade into a giant prison island. 

Then and only then would we realize that this whole time, the true prison... was capitalism. 

Plus, check out this homemade speargun!",2020-12-23 17:49:08+00:00,Canada,0,1,19,https://twitter.com/Hunter_Collins/status/1341803037095063552,Pro Trump
3768,3768,CoryerLananh,VOTE BLUE 🙌 https://t.co/Qo21qxgtfr,2020-10-06 04:37:59+00:00,Canada,0,0,0,https://twitter.com/CoryerLananh/status/1313337687017951237,Pro Biden
3769,3769,Wang_Laoshi_,The CCP and their supporters mocking and celebrating Donald Trump and his wife testing positive for COVID-19 just goes to show they are exactly who we thought they were. Vile evil people who lack humanity.,2020-10-02 12:15:38+00:00,South Korea,1,0,2,https://twitter.com/Wang_Laoshi_/status/1312003306957365256,Pro Biden
3770,3770,FelippeNO,hello @JoeBiden i would like meu green card ☺️,2020-11-07 17:03:02+00:00,Brazil,0,1,5,https://twitter.com/FelippeNO/status/1325121596277682176,Pro Biden
3771,3771,eteko59,"@realDonaldTrump @vxwL1oWGPpVfgtL FIGHT Mr.PRESIDENT TRUMP！
CHEER Up DONALD",2020-10-08 07:44:31+00:00,South Korea,0,0,0,https://twitter.com/eteko59/status/1314109403021230082,Pro Trump
3772,3772,Will82004907,@JoeBiden The way it should be,2020-12-07 15:43:48+00:00,South Korea,0,0,0,https://twitter.com/Will82004907/status/1335973290674798593,Pro Biden
3773,3773,Juniormuller01,Fuck You Donald Trump,2020-11-05 15:25:07+00:00,Brazil,0,0,0,https://twitter.com/Juniormuller01/status/1324372176796045314,Pro Trump
3774,3774,minty_adam,"@MahyarTousi Despite Trump getting millions more votes this time around, too. And increasing his vote share amongst Black and Hispanic.

Remember what Pelosi said. Biden will be President, no matter what the vote count is. 
Even if Sleepy Joe gets in, there will be a bad some around this.",2020-11-29 07:19:39+00:00,UK,0,0,0,https://twitter.com/minty_adam/status/1332947315410280448,Pro Trump
3775,3775,ricardoschiav,"🇺🇲🇧🇷 @JoeBiden Mr Joe Biden, congratulations for your victory !!!",2020-11-07 20:26:04+00:00,Brazil,0,0,0,https://twitter.com/ricardoschiav/status/1325172688265023489,Pro Biden
3776,3776,DoegeWalter,@KamalaHarris @JoeBiden Great work Nice to meet You....Dr Walter Doege MD,2020-12-02 10:01:24+00:00,Brazil,0,0,0,https://twitter.com/DoegeWalter/status/1334075186338013185,Pro Biden
3777,3777,47Frt,Trump https://t.co/ulkB3YAidp,2020-11-07 22:31:51+00:00,Russia,0,0,1,https://twitter.com/47Frt/status/1325204343675645952,Pro Biden
3778,3778,BenjaminKHHinz,"That’s money well spent. If the #Dems flip Florida, it’s over for @realDonaldTrump #VoteTrumpOut https://t.co/t4WHpu9X74",2020-09-13 17:10:28+00:00,UK,0,0,2,https://twitter.com/BenjaminKHHinz/status/1305192132106498052,Pro Biden
3779,3779,ayaa1977,"Good riddance Best news all year🎉🎉🎉🎉
#ByeByeTrump #bidenharis2020 https://t.co/1C8JXKNNvc",2020-11-07 17:30:23+00:00,Saudi Arabia,0,0,0,https://twitter.com/ayaa1977/status/1325128476425252871,Pro Biden
3780,3780,mangeram0154,Donald Trump lost election due to misuse of racial card and acting more like businessman rather than statesman like leadership of richest democracy of world beliving in humanity &amp; egalitarian socioeconomic &amp; political order. Will his communal Indian friend face similar insults? https://t.co/Ro5GE0ojev,2020-12-13 10:55:28+00:00,Saudi Arabia,0,1,0,https://twitter.com/mangeram0154/status/1338075057541672960,Pro Biden
3781,3781,VassilisKon,"I just found out that, as of today, #COVID19 git infected bu #Trump... 
Because, lets face it. 
Trump is way more dangerous than the virus....",2020-10-02 09:27:24+00:00,Russia,0,0,0,https://twitter.com/VassilisKon/status/1311960969879396352,Pro Trump
3782,3782,roniibmz,As soon as Trump gets out I swear moving back to Texas might be a reality...,2020-12-29 01:41:42+00:00,Mexico,0,0,0,https://twitter.com/roniibmz/status/1343733902393880576,Pro Biden
3783,3783,P0nchan9,@Emydollarssssss Donald trump dey disguise 😂,2020-12-18 18:02:01+00:00,Saudi Arabia,0,0,1,https://twitter.com/P0nchan9/status/1339994343235596288,Pro Biden
3784,3784,RuanPin68306115,@CNNPolitics Don't you know how to speak the truth because nobody has won yet so stop lying saying that Biden won because the media lies so much because he doesn't speak the truth,2020-11-23 23:39:46+00:00,Brazil,0,0,1,https://twitter.com/RuanPin68306115/status/1331019640609394690,Pro Trump
3785,3785,ArefGujarati,Good morning sir Joe biden https://t.co/IQXMdZXOeh,2020-12-28 04:18:27+00:00,India,0,0,1,https://twitter.com/ArefGujarati/status/1343410961978249221,Pro Biden
3786,3786,616Sd,It s overrrrrrrrrrrr #ByeByeTrump,2020-11-07 16:31:58+00:00,Canada,1,0,2,https://twitter.com/616Sd/status/1325113778304937985,Pro Biden
3787,3787,JesusVenegas69,"@JoeBiden Let us hope so, let us have faith, just as with its victory can be beneficial to our country Mexico 🇲🇽, #VamosBiden",2020-11-05 01:30:57+00:00,Mexico,0,0,0,https://twitter.com/JesusVenegas69/status/1324162251721461762,Pro Biden
3788,3788,drzubair9,@JoeBiden Brave girl stay blessed,2020-12-14 16:57:14+00:00,India,0,0,0,https://twitter.com/drzubair9/status/1338528486630297602,Pro Biden
3789,3789,teenskagram,"Democrat @JoeBiden defeated President @realDonaldTrump to become the 46th president of the United States. His victory came after he crossed 270 Electoral College votes with a win in Pennsylvania. 

#USAelection2020 #JoeBiden #DonaldTrump #BidenHarris2020 #news #WhiteHouse https://t.co/q4jXDjfZgg",2020-11-07 16:44:48+00:00,India,0,0,0,https://twitter.com/teenskagram/status/1325117005926596609,Pro Biden
3790,3790,Luke_Hogan99,"So what have we learned about #Election2020-
1. We’d have seen a pope elected faster
2. Trump is an even bigger g🦉
3. @JohnKingCNN is now the patron saint of elections
#BidenHarris2020 #TrumpIsLosing",2020-11-07 12:39:28+00:00,UK,1,0,4,https://twitter.com/Luke_Hogan99/status/1325055264563851264,Pro Biden
3791,3791,ErixAntoineNet,"@realDonaldTrump It certainly was a record-breaking election. Biden got something like 74 million...the most ever for a president elect. They’re still counting, so we’ll see the total soon. But, in any case, he got more than you. And he got more electoral votes, which is why he won and you lost.",2020-11-08 16:22:58+00:00,Brazil,0,0,0,https://twitter.com/ErixAntoineNet/status/1325473898956283906,Pro Biden
3792,3792,saurabhvb_offic,"Sensex 42 thousand 500😐💵💵

It's raining money in Indian Stock Market

Clearly shows India's confidence on Biden....

But one bad commentary by Biden can spoil everything... 

So Kamala ji Biden ji please be careful with your words for India 😂😂 

#Biden #AmericaElection https://t.co/mdA7kJcu77",2020-11-09 09:35:12+00:00,Saudi Arabia,0,0,0,https://twitter.com/saurabhvb_offic/status/1325733668283822082,Pro Biden
3793,3793,directornola,What's so good? Trump still think he won. https://t.co/Sl8BXXv0pc,2020-12-04 18:33:41+00:00,South Korea,0,0,0,https://twitter.com/directornola/status/1334928880398831617,Pro Biden
3794,3794,Gustavo_Rossi77,"@JollyJa68760143 @helen_spirit1 @jamesmfc94 @Catherinelc94 @Covey_10 @sfloridagooner @Joekiller10 I realise you're easily upset whilst obsessing, and sorry to disappoint but none of the above is remotely accurate. Try again, but I would explore you to read what I actually said first. 😉 To help you, I'm not a Biden fan, just not a moron that condemns people over a gif.",2020-11-08 14:04:29+00:00,Brazil,2,0,0,https://twitter.com/Gustavo_Rossi77/status/1325439048689848327,Pro Biden
3795,3795,wanderer1982,"@d1l80 @HighwaymanX @chadmartindixon @simondolan Again, “creepy looking photo” take out of context is hardly a smoking gun. Trump and Fox News chucked EVERYTHING at Joe and “sleepy Joe” was the best they can come up with",2020-11-08 12:41:03+00:00,UK,0,0,0,https://twitter.com/wanderer1982/status/1325418052356349953,Pro Biden
3796,3796,thisisryanking,"@raykwong So, like Trump then? Pretty sure he didn’t consult anyone called Biden before making his personnel choices.

LAWYERED",2020-11-24 02:20:19+00:00,South Korea,0,0,1,https://twitter.com/thisisryanking/status/1331060046617165827,Pro Trump
3797,3797,abducidojorge,@IvanDuque @JoeBiden @KamalaHarris Falso....,2020-11-08 02:55:33+00:00,Brazil,0,0,0,https://twitter.com/abducidojorge/status/1325270708080046080,Pro Biden
3798,3798,Raphael45446382,Righteous Brothers - You've Lost That Lovin' Feelin' (Top Gun 1986) https://t.co/ppd9DscXzu via @YouTube @POTUS  get out of m’y way @DonaldTrump,2020-12-22 12:15:55+00:00,UK,0,0,0,https://twitter.com/Raphael45446382/status/1341356794220867585,Pro Trump
3799,3799,RazorTelevision,Here you go former president Trump ... some straws to clutch ... #trump2020 #USElection2020 https://t.co/oa5tEojS9Y,2020-11-07 17:43:26+00:00,UK,0,0,0,https://twitter.com/RazorTelevision/status/1325131762305916929,Pro Biden
3800,3800,CM_Flack,"Time for #DonaldTrump to man up. I wonder though will his fragile little ego cope? 

#Election2020 
#ElectionResults2020 
#Elections2020 
#Election2020results 
#TrumpMeltdown 
#TrumpIsLosing https://t.co/OsK5C2s569",2020-11-06 18:52:33+00:00,UK,0,1,4,https://twitter.com/CM_Flack/status/1324786769565523969,Pro Biden
3801,3801,GaryTeachout,"Any logical comment would be appreciated. But how does Joe Biden have 20 million followers on the liberal Twitter account, and then receive 80 million votes in the election.???  Any rational individual would look at this and say, he didn’t receive 80 million votes. FRAUD https://t.co/5V4LtNVRRr https://t.co/Q1pKYf5rGc",2020-11-28 15:17:48+00:00,Canada,0,0,0,https://twitter.com/GaryTeachout/status/1332705256170459137,Pro Trump
3802,3802,Robert_E_Kelly,"Hannity is still talking about Hunter Biden. Good grief 

If the GOP is going to normalize post-Trump, cleaning up Fox is the place to start",2020-11-20 06:09:11+00:00,South Korea,17,12,307,https://twitter.com/Robert_E_Kelly/status/1329668089177247748,Pro Trump
3803,3803,TerezaANovotna,"A good news if comes to fruition. If Joe #Biden wants #US to rejoin #IranNuclearDeal, it would be absurd to keep prosecuting #MengWanzhou for skirting #Iran sanctions. But most of all - any deal with #Huawei CFO must include release of #Canadians #TwoMichaels #Spavor &amp; #Kovrig https://t.co/evjLGVfDhk",2020-12-04 00:57:19+00:00,UK,0,0,2,https://twitter.com/TerezaANovotna/status/1334663035085086723,Pro Biden
3804,3804,MohitSh70589898,@JoeBiden Sir you are abuesulty good work for your cantory .🌹👍,2020-12-14 16:10:38+00:00,India,0,0,0,https://twitter.com/MohitSh70589898/status/1338516757753937920,Pro Biden
3805,3805,glara_gutierrez,Please! Mr. @JoeBiden https://t.co/FjNIXI0sXq,2020-11-13 15:11:33+00:00,Mexico,0,0,0,https://twitter.com/glara_gutierrez/status/1327267867511943174,Pro Biden
3806,3806,mcharbonteacher,If you won’t acknowledge that this man is an utter embarrassment to our nation then you are part of the problem. #TrumpMeltdown #TrumpIsLosing #TrumpPressConference,2020-11-05 23:51:24+00:00,Canada,0,0,6,https://twitter.com/mcharbonteacher/status/1324499587499962369,Pro Biden
3807,3807,skyecougar14,"Getting pissed off with the Trump games,  effoff Orange Bonce #DonaldTrump",2020-11-21 20:41:39+00:00,UK,0,0,0,https://twitter.com/skyecougar14/status/1330250042964389895,Pro Trump
3808,3808,IvoMARSIvanov1,Fuck TRUMP https://t.co/2XUsiSYPMi,2020-11-20 20:00:20+00:00,Russia,0,1,1,https://twitter.com/IvoMARSIvanov1/status/1329877256995532804,Pro Biden
3809,3809,j_melem,"Congratulations Mr. President Joe Biden, mission accomplished successfully 

#JoeBiden https://t.co/jrJSLBa5TY",2020-11-07 19:14:00+00:00,Israel,0,0,1,https://twitter.com/j_melem/status/1325154553797357568,Pro Biden
3810,3810,Jay_BYND,@JoeBiden &amp; @KamalaHarris we have given you an opportunity to lead the USA into a prosperous and inspiring future. Let’s get to work!,2020-11-07 19:36:54+00:00,Russia,0,0,0,https://twitter.com/Jay_BYND/status/1325160317651857409,Pro Biden
3811,3811,duhsaka,@JoeBiden Congrats Heal the world reduce division in your country all these will be possible by Grace of our Lord and Saviour Christ Jesus,2020-11-07 19:14:37+00:00,South Korea,0,0,0,https://twitter.com/duhsaka/status/1325154708378431490,Pro Biden
3812,3812,klee0303,"While #LiberalPrivilege and Hollywood are busy bailing out BLM and ANITIFA to destroy America, we conservatives are helping to restore America. So choose wisely who you support. Do your own research. #MAGA 🇺🇸🇺🇸🇺🇸 https://t.co/C7KAy2crL9",2020-09-02 01:42:57+00:00,South Korea,0,0,0,https://twitter.com/klee0303/status/1300972448045826061,Pro Trump
3813,3813,SPHB,This day cannot come fast enough! #ByeByeTrump #ByeDon #BidenHarris2020 https://t.co/mBunftzEK2,2020-11-08 02:30:13+00:00,UK,0,0,0,https://twitter.com/SPHB/status/1325264332293287937,Pro Biden
3814,3814,imAliAmjad,"So apparently, @JoeBiden has taken the lead in both Georgia and Pennsylvania, which means he is ALMOST declared the new president of USA. Congratulations, America and The Democrats!
#ElectionResults2020 #JoeBiden #DonaldTrump #USElection #USA",2020-11-06 14:11:51+00:00,India,1,0,0,https://twitter.com/imAliAmjad/status/1324716126757146624,Pro Biden
3815,3815,zygzako,@real_defender @JoeBiden true. another false prophet.,2020-09-22 08:05:33+00:00,Mexico,0,0,0,https://twitter.com/zygzako/status/1308316489150205952,Pro Biden
3816,3816,Sean_Pidgeon,"It’s #VoteEarlyDay . Please, go out now, or anytime between now and November 3, and #VoteHimOut. https://t.co/e1OPKhGs5I",2020-10-24 16:30:24+00:00,Canada,1,0,1,https://twitter.com/Sean_Pidgeon/status/1320039952827244546,Pro Biden
3817,3817,NotoriousPeter,@OSS_Gio Passes by a trump rally and...,2020-11-01 22:01:43+00:00,Mexico,0,0,0,https://twitter.com/NotoriousPeter/status/1323022435575279618,Pro Biden
3818,3818,TheAllKnowingHe,The people have seen this so deleting the tweet is pointless... time to search for a new career me thinks #melissamelendez #ByeByeTrump https://t.co/fV274pATJ6,2020-11-08 07:29:58+00:00,UK,0,0,0,https://twitter.com/TheAllKnowingHe/status/1325339767291129857,Pro Biden
3819,3819,ChalhubAntonio,Go Trump https://t.co/UZN0xWny7m,2020-11-30 08:16:12+00:00,Brazil,0,0,1,https://twitter.com/ChalhubAntonio/status/1333323933857275910,Pro Trump
3820,3820,HelenHudson2014,@AamerAnwar @realDonaldTrump When you put it like that..#DumpTrump,2020-11-03 15:02:02+00:00,UK,0,0,1,https://twitter.com/HelenHudson2014/status/1323641593010753536,Pro Biden
3821,3821,GKremlis,"Congratulations and lots of success to USA President-Elect @JoeBiden. The President USA deserve who will give a new impetus beneficial to his country, the USA-EU relationship and stability in Eastern Mediterranean - https://t.co/xSH1XX6Do7 - as well as climate leadership. 🇺🇸🇪🇺🇬🇷",2020-11-07 18:36:31+00:00,Russia,0,1,14,https://twitter.com/GKremlis/status/1325145119192879115,Pro Biden
3822,3822,viperman17,@GeorgeTakei I see Sleepy Joe has started his tour thanking those who voted for him. https://t.co/GSy8R71BpK,2020-11-25 07:34:34+00:00,UK,1,0,5,https://twitter.com/viperman17/status/1331501516461641729,Pro Biden
3823,3823,henara25,"Happy Birthday Woman👏🏻❤️ have great day 💙 #vote   #VoteReady   #VoteBlue  💙💙@Frances_Fisher @MaryMcDonnell10 @ava @maggie_mcwrite @QueenCori  @jhalifax @clovid01 @preopticarea 👏🏻💙💙👏🏻 wonderful quote vote for the needy,not for the  greedy @shoppler1 @Bjulias422 @Elisabetta782 https://t.co/afqUM6flWM",2020-09-27 11:03:43+00:00,UK,3,2,11,https://twitter.com/henara25/status/1310173266921881601,Pro Biden
3824,3824,sasaki_on_aoba,For all the Trump lovers😍 https://t.co/xN1dcCehyE,2020-11-23 05:05:45+00:00,China,0,0,0,https://twitter.com/sasaki_on_aoba/status/1330739291492818944,Pro Trump
3825,3825,QuakeAlarmMex,"@JoeBiden @KamalaHarris We kept the faith, the united people responded, now, in your hands to do the right thing, for the country, for the world, for the future. Congratulations #PresidentBiden  #VPKamalaHarris #USAelection2020",2020-11-07 17:12:56+00:00,Mexico,0,0,0,https://twitter.com/QuakeAlarmMex/status/1325124087299993601,Pro Biden
3826,3826,guanuca1,"@Jim_Jordan, you are a fucking asshole,  Trump ass leaker,  you should resign now and go to work 4 UR boss, clean his ass, U should be ashamed representing your people,  go fuck your self. https://t.co/Ocg4v3ZcKn",2020-12-25 02:28:44+00:00,Brazil,0,0,0,https://twitter.com/guanuca1/status/1342296187135791105,Pro Trump
3827,3827,97TxrLs7pxzus5E,"@Tom37443212 @chenweihua @realDonaldTrump Because of Trump's stupidity and ignorance, nearly 20 million people in the United States have been infected with the virus.  With more than 320,000 deaths, Trump should be put in jail.  He is a sinner in America.",2020-12-25 20:05:22+00:00,South Korea,1,0,0,https://twitter.com/97TxrLs7pxzus5E/status/1342562098723745793,Pro Trump
